id,text,timestamp,source,symbols,company_names,url,verified
1.0197E+18,"RT @MattRosoff: Microsoft $MSFT chairman John Thompson recallng Satya's first day: ""He never mentioned Windows one time."" https://t.co/WS9c…",Wed Jul 18 22:01:19 +0000 2018,JCMcCracken,MSFT,Microsoft Corporation,,TRUE
1.0197E+18,Ohmygod I missed this! no no no! #Timestamp! #Timestamp! $OSTK $MDXG $AMD $BUM $HALFWIT https://t.co/uP0XeheYib,Wed Jul 18 22:03:27 +0000 2018,gary_weiss,AMD,Advanced Micro Devices,https://twitter.com/sequenceinc/status/1017458916479897600,TRUE
1.01971E+18,Still here to tell you about #WallStreet #earnings this time with a #tradewars tact for @bloombergTV Asia. I'll be… https://t.co/7d8KXJADlL,Wed Jul 18 22:10:34 +0000 2018,LauraJKeller,JPM,JPMorgan Chase & Co.,https://twitter.com/i/web/status/1019706019142922240,TRUE
1.01971E+18,For @BloombergTV today: Roundup of some of the most important parts of 2Q #WallStreet earnings… https://t.co/nZuP1GCvul,Wed Jul 18 22:16:29 +0000 2018,LauraJKeller,JPM,JPMorgan Chase & Co.,https://twitter.com/i/web/status/1019707505037987840,TRUE
1.01971E+18,RT @davidnelsoncfa: On the way into #timessquare @i24NEWS_EN #economy $IBM $GOOGL ON DECK. 7:30EST.,Wed Jul 18 22:18:28 +0000 2018,tomborelli,GOOGL,Alphabet Inc.,,TRUE
1.01971E+18,The price of lumber $LB_F is down 22% since hitting its YTD highs. The Macy's $M turnaround is still happening.… https://t.co/XnKsV4De39,Wed Jul 18 22:22:47 +0000 2018,StockTwits,CAT,Caterpillar Inc.,https://twitter.com/i/web/status/1019709091038547968,TRUE
1.01971E+18,Finding Value In A New High-Yield ETF https://t.co/7rpaJ3roSD $HYGV $NTRS,Wed Jul 18 22:25:00 +0000 2018,Benzinga,NTRS,Northern Trust Corporation,https://benzinga.com/z/12040475,TRUE
1.01971E+18,https://t.co/tzaYzlB3EC Exclusive: Amazon denies it will challenge Cisco with switch sales via @YahooFinance - $AMZN $CSCO $ANET,Wed Jul 18 22:25:05 +0000 2018,OphirGottlieb,CSCO,Cisco Systems,https://www.marketwatch.com/story/exclusive-amazon-denies-it-will-challenge-cisco-with-switch-sales-2018-07-18?siteid=yhoof2&yptr=yahoo,TRUE
1.01971E+18,https://t.co/tpI6WoyTtf How Microsoft Is Winning Some of Amazon’s Business - $MSFT,Wed Jul 18 22:26:10 +0000 2018,OphirGottlieb,MSFT,Microsoft Corporation,http://marketrealist.com/2018/07/how-microsoft-is-winning-some-of-amazons-business/?utm_source=yahoo&utm_medium=feed&yptr=yahoo,TRUE
1.01971E+18,RT @MattRosoff: Now $CSCO up 3.65% after hours on report denying that $AMZN has current plans to compete directly with Cisco by selling swi…,Wed Jul 18 22:34:51 +0000 2018,lexnfx,CSCO,Cisco Systems,,TRUE
